message,timestamp,severity,tags,attributes
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/security/spring-security-test/6.5.6/spring-security-test-6.5.6.pom (2.7 kB at 92 kB/s)
",2026-08-22T15:29:41.369900008Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3NwcmluZ2ZyYW1ld29yay9zZWN1cml0eS9zcHJpbmctc2VjdXJpdHktdGVzdC82LjUuNi9zcHJpbmctc2VjdXJpdHktdGVzdC02LjUuNi5wb20gKDIuNyBrQiBhdCA5MiBrQi9zKQo="",""timestamp"":""2026-08-22T15:29:41.369900008Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-actuator/3.5.7/spring-boot-starter-actuator-3.5.7.jar
",2026-08-22T15:29:41.41521645Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL29yZy9zcHJpbmdmcmFtZXdvcmsvYm9vdC9zcHJpbmctYm9vdC1zdGFydGVyLWFjdHVhdG9yLzMuNS43L3NwcmluZy1ib290LXN0YXJ0ZXItYWN0dWF0b3ItMy41LjcuamFyCg=="",""timestamp"":""2026-08-22T15:29:41.41521645Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-actuator/3.5.7/spring-boot-starter-actuator-3.5.7.jar (4.8 kB at 200 kB/s)
",2026-08-22T15:29:41.438874036Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3NwcmluZ2ZyYW1ld29yay9ib290L3NwcmluZy1ib290LXN0YXJ0ZXItYWN0dWF0b3IvMy41Ljcvc3ByaW5nLWJvb3Qtc3RhcnRlci1hY3R1YXRvci0zLjUuNy5qYXIgKDQuOCBrQiBhdCAyMDAga0IvcykK"",""timestamp"":""2026-08-22T15:29:41.438874036Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter/3.5.7/spring-boot-starter-3.5.7.jar
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-logging/3.5.7/spring-boot-starter-logging-3.5.7.jar
",2026-08-22T15:29:41.441539776Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL29yZy9zcHJpbmdmcmFtZXdvcmsvYm9vdC9zcHJpbmctYm9vdC1zdGFydGVyLzMuNS43L3NwcmluZy1ib290LXN0YXJ0ZXItMy41LjcuamFyCltJTkZPXSBEb3dubG9hZGluZyBmcm9tIGNlbnRyYWw6IGh0dHBzOi8vcmVwby5tYXZlbi5hcGFjaGUub3JnL21hdmVuMi9vcmcvc3ByaW5nZnJhbWV3b3JrL2Jvb3Qvc3ByaW5nLWJvb3Qtc3RhcnRlci1sb2dnaW5nLzMuNS43L3NwcmluZy1ib290LXN0YXJ0ZXItbG9nZ2luZy0zLjUuNy5qYXIK"",""timestamp"":""2026-08-22T15:29:41.441539776Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-classic/1.5.20/logback-classic-1.5.20.jar
",2026-08-22T15:29:41.442420878Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL2NoL3Fvcy9sb2diYWNrL2xvZ2JhY2stY2xhc3NpYy8xLjUuMjAvbG9nYmFjay1jbGFzc2ljLTEuNS4yMC5qYXIK"",""timestamp"":""2026-08-22T15:29:41.442420878Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-core/1.5.20/logback-core-1.5.20.jar
",2026-08-22T15:29:41.4427419Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL2NoL3Fvcy9sb2diYWNrL2xvZ2JhY2stY29yZS8xLjUuMjAvbG9nYmFjay1jb3JlLTEuNS4yMC5qYXIK"",""timestamp"":""2026-08-22T15:29:41.4427419Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/logging/log4j/log4j-to-slf4j/2.24.3/log4j-to-slf4j-2.24.3.jar
",2026-08-22T15:29:41.44331555Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL29yZy9hcGFjaGUvbG9nZ2luZy9sb2c0ai9sb2c0ai10by1zbGY0ai8yLjI0LjMvbG9nNGotdG8tc2xmNGotMi4yNC4zLmphcgo="",""timestamp"":""2026-08-22T15:29:41.44331555Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-logging/3.5.7/spring-boot-starter-logging-3.5.7.jar (4.8 kB at 74 kB/s)
[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter/3.5.7/spring-boot-starter-3.5.7.jar (4.8 kB at 72 kB/s)
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/logging/log4j/log4j-api/2.24.3/log4j-api-2.24.3.jar
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/slf4j/jul-to-slf4j/2.0.17/jul-to-slf4j-2.0.17.jar
",2026-08-22T15:29:41.505046992Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3NwcmluZ2ZyYW1ld29yay9ib290L3NwcmluZy1ib290LXN0YXJ0ZXItbG9nZ2luZy8zLjUuNy9zcHJpbmctYm9vdC1zdGFydGVyLWxvZ2dpbmctMy41LjcuamFyICg0Ljgga0IgYXQgNzQga0IvcykKW0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3NwcmluZ2ZyYW1ld29yay9ib290L3NwcmluZy1ib290LXN0YXJ0ZXIvMy41Ljcvc3ByaW5nLWJvb3Qtc3RhcnRlci0zLjUuNy5qYXIgKDQuOCBrQiBhdCA3MiBrQi9zKQpbSU5GT10gRG93bmxvYWRpbmcgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL2FwYWNoZS9sb2dnaW5nL2xvZzRqL2xvZzRqLWFwaS8yLjI0LjMvbG9nNGotYXBpLTIuMjQuMy5qYXIKW0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL29yZy9zbGY0ai9qdWwtdG8tc2xmNGovMi4wLjE3L2p1bC10by1zbGY0ai0yLjAuMTcuamFyCg=="",""timestamp"":""2026-08-22T15:29:41.505046992Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/logging/log4j/log4j-to-slf4j/2.24.3/log4j-to-slf4j-2.24.3.jar (24 kB at 372 kB/s)
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1.jar
",2026-08-22T15:29:41.506353912Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL2FwYWNoZS9sb2dnaW5nL2xvZzRqL2xvZzRqLXRvLXNsZjRqLzIuMjQuMy9sb2c0ai10by1zbGY0ai0yLjI0LjMuamFyICgyNCBrQiBhdCAzNzIga0IvcykKW0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL2pha2FydGEvYW5ub3RhdGlvbi9qYWthcnRhLmFubm90YXRpb24tYXBpLzIuMS4xL2pha2FydGEuYW5ub3RhdGlvbi1hcGktMi4xLjEuamFyCg=="",""timestamp"":""2026-08-22T15:29:41.506353912Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/slf4j/jul-to-slf4j/2.0.17/jul-to-slf4j-2.0.17.jar (6.3 kB at 79 kB/s)
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/yaml/snakeyaml/2.4/snakeyaml-2.4.jar
",2026-08-22T15:29:41.523013378Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3NsZjRqL2p1bC10by1zbGY0ai8yLjAuMTcvanVsLXRvLXNsZjRqLTIuMC4xNy5qYXIgKDYuMyBrQiBhdCA3OSBrQi9zKQpbSU5GT10gRG93bmxvYWRpbmcgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3lhbWwvc25ha2V5YW1sLzIuNC9zbmFrZXlhbWwtMi40Lmphcgo="",""timestamp"":""2026-08-22T15:29:41.523013378Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-classic/1.5.20/logback-classic-1.5.20.jar (307 kB at 3.7 MB/s)
",2026-08-22T15:29:41.525393219Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvY2gvcW9zL2xvZ2JhY2svbG9nYmFjay1jbGFzc2ljLzEuNS4yMC9sb2diYWNrLWNsYXNzaWMtMS41LjIwLmphciAoMzA3IGtCIGF0IDMuNyBNQi9zKQo="",""timestamp"":""2026-08-22T15:29:41.525393219Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-actuator-autoconfigure/3.5.7/spring-boot-actuator-autoconfigure-3.5.7.jar
",2026-08-22T15:29:41.525412919Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL29yZy9zcHJpbmdmcmFtZXdvcmsvYm9vdC9zcHJpbmctYm9vdC1hY3R1YXRvci1hdXRvY29uZmlndXJlLzMuNS43L3NwcmluZy1ib290LWFjdHVhdG9yLWF1dG9jb25maWd1cmUtMy41LjcuamFyCg=="",""timestamp"":""2026-08-22T15:29:41.525412919Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1.jar (26 kB at 304 kB/s)
",2026-08-22T15:29:41.530118619Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvamFrYXJ0YS9hbm5vdGF0aW9uL2pha2FydGEuYW5ub3RhdGlvbi1hcGkvMi4xLjEvamFrYXJ0YS5hbm5vdGF0aW9uLWFwaS0yLjEuMS5qYXIgKDI2IGtCIGF0IDMwNCBrQi9zKQo="",""timestamp"":""2026-08-22T15:29:41.530118619Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-actuator/3.5.7/spring-boot-actuator-3.5.7.jar
[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/ch/qos/logback/logback-core/1.5.20/logback-core-1.5.20.jar (636 kB at 7.2 MB/s)
",2026-08-22T15:29:41.5302995Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL29yZy9zcHJpbmdmcmFtZXdvcmsvYm9vdC9zcHJpbmctYm9vdC1hY3R1YXRvci8zLjUuNy9zcHJpbmctYm9vdC1hY3R1YXRvci0zLjUuNy5qYXIKW0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvY2gvcW9zL2xvZ2JhY2svbG9nYmFjay1jb3JlLzEuNS4yMC9sb2diYWNrLWNvcmUtMS41LjIwLmphciAoNjM2IGtCIGF0IDcuMiBNQi9zKQo="",""timestamp"":""2026-08-22T15:29:41.5302995Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.19.2/jackson-datatype-jsr310-2.19.2.jar
",2026-08-22T15:29:41.530428224Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL2NvbS9mYXN0ZXJ4bWwvamFja3Nvbi9kYXRhdHlwZS9qYWNrc29uLWRhdGF0eXBlLWpzcjMxMC8yLjE5LjIvamFja3Nvbi1kYXRhdHlwZS1qc3IzMTAtMi4xOS4yLmphcgo="",""timestamp"":""2026-08-22T15:29:41.530428224Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/yaml/snakeyaml/2.4/snakeyaml-2.4.jar (340 kB at 3.2 MB/s)
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/micrometer/micrometer-observation/1.15.5/micrometer-observation-1.15.5.jar
",2026-08-22T15:29:41.55018065Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3lhbWwvc25ha2V5YW1sLzIuNC9zbmFrZXlhbWwtMi40LmphciAoMzQwIGtCIGF0IDMuMiBNQi9zKQpbSU5GT10gRG93bmxvYWRpbmcgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvaW8vbWljcm9tZXRlci9taWNyb21ldGVyLW9ic2VydmF0aW9uLzEuMTUuNS9taWNyb21ldGVyLW9ic2VydmF0aW9uLTEuMTUuNS5qYXIK"",""timestamp"":""2026-08-22T15:29:41.55018065Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/logging/log4j/log4j-api/2.24.3/log4j-api-2.24.3.jar (349 kB at 3.2 MB/s)
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/micrometer/micrometer-commons/1.15.5/micrometer-commons-1.15.5.jar
",2026-08-22T15:29:41.552871778Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL2FwYWNoZS9sb2dnaW5nL2xvZzRqL2xvZzRqLWFwaS8yLjI0LjMvbG9nNGotYXBpLTIuMjQuMy5qYXIgKDM0OSBrQiBhdCAzLjIgTUIvcykKW0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL2lvL21pY3JvbWV0ZXIvbWljcm9tZXRlci1jb21tb25zLzEuMTUuNS9taWNyb21ldGVyLWNvbW1vbnMtMS4xNS41Lmphcgo="",""timestamp"":""2026-08-22T15:29:41.552871778Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.19.2/jackson-datatype-jsr310-2.19.2.jar (137 kB at 1.2 MB/s)
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/micrometer/micrometer-jakarta9/1.15.5/micrometer-jakarta9-1.15.5.jar
",2026-08-22T15:29:41.557464288Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvY29tL2Zhc3RlcnhtbC9qYWNrc29uL2RhdGF0eXBlL2phY2tzb24tZGF0YXR5cGUtanNyMzEwLzIuMTkuMi9qYWNrc29uLWRhdGF0eXBlLWpzcjMxMC0yLjE5LjIuamFyICgxMzcga0IgYXQgMS4yIE1CL3MpCltJTkZPXSBEb3dubG9hZGluZyBmcm9tIGNlbnRyYWw6IGh0dHBzOi8vcmVwby5tYXZlbi5hcGFjaGUub3JnL21hdmVuMi9pby9taWNyb21ldGVyL21pY3JvbWV0ZXItamFrYXJ0YTkvMS4xNS41L21pY3JvbWV0ZXItamFrYXJ0YTktMS4xNS41Lmphcgo="",""timestamp"":""2026-08-22T15:29:41.557464288Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-actuator/3.5.7/spring-boot-actuator-3.5.7.jar (704 kB at 5.9 MB/s)
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/micrometer/micrometer-core/1.15.5/micrometer-core-1.15.5.jar
",2026-08-22T15:29:41.564119073Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3NwcmluZ2ZyYW1ld29yay9ib290L3NwcmluZy1ib290LWFjdHVhdG9yLzMuNS43L3NwcmluZy1ib290LWFjdHVhdG9yLTMuNS43LmphciAoNzA0IGtCIGF0IDUuOSBNQi9zKQpbSU5GT10gRG93bmxvYWRpbmcgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvaW8vbWljcm9tZXRlci9taWNyb21ldGVyLWNvcmUvMS4xNS41L21pY3JvbWV0ZXItY29yZS0xLjE1LjUuamFyCg=="",""timestamp"":""2026-08-22T15:29:41.564119073Z""}"
"[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-actuator-autoconfigure/3.5.7/spring-boot-actuator-autoconfigure-3.5.7.jar (843 kB at 6.8 MB/s)
",2026-08-22T15:29:41.567768859Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkZWQgZnJvbSBjZW50cmFsOiBodHRwczovL3JlcG8ubWF2ZW4uYXBhY2hlLm9yZy9tYXZlbjIvb3JnL3NwcmluZ2ZyYW1ld29yay9ib290L3NwcmluZy1ib290LWFjdHVhdG9yLWF1dG9jb25maWd1cmUvMy41Ljcvc3ByaW5nLWJvb3QtYWN0dWF0b3ItYXV0b2NvbmZpZ3VyZS0zLjUuNy5qYXIgKDg0MyBrQiBhdCA2LjggTUIvcykK"",""timestamp"":""2026-08-22T15:29:41.567768859Z""}"
"[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/hdrhistogram/HdrHistogram/2.2.2/HdrHistogram-2.2.2.jar
",2026-08-22T15:29:41.567790371Z,info,"{""serviceId"":""87697b40-66d1-4a58-89e6-1068a09cbf8c"",""deploymentId"":""d6c8c3b8-3bb6-45c0-bc76-a9729ab89f82"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:5123184c115415746b9e45a79609be5df6469d0b755767bd2a7f4b208b8cff02"",""stream"":1,""data"":""W0lORk9dIERvd25sb2FkaW5nIGZyb20gY2VudHJhbDogaHR0cHM6Ly9yZXBvLm1hdmVuLmFwYWNoZS5vcmcvbWF2ZW4yL29yZy9oZHJoaXN0b2dyYW0vSGRySGlzdG9ncmFtLzIuMi4yL0hkckhpc3RvZ3JhbS0yLjIuMi5qYXIK"",""timestamp"":""2026-08-22T15:29:41.567790371Z""}"
